cycle,ts,epoch,kind,start_deg,approach,multi_rev,cold,ok,home_err,switch,backlash,T,fw_ms,pass_spread,anomalies,msg
556,2026-07-10T22:17:49,anchorT2,trail-edge,2.06,1,0,0,1,-3,1485,460,233,18244,2,,ok
557,2026-07-10T22:18:17,anchorT2,wrap+0.5deg,0.72,-1,0,0,1,70,1594,664,233,18492,9,,ok
558,2026-07-10T22:18:37,anchorT2,bound+179.9deg,179.77,1,0,0,1,-12,1533,636,232,14465,0,,ok
559,2026-07-10T22:18:57,anchorT2,bound-179.9deg,-179.74,-1,0,1,1,-1,1484,660,231,21192,3,,ok
560,2026-07-10T22:19:24,anchorT2,stay-at-park,-0.33,0,0,0,1,-3,1483,631,231,10605,4,,ok
561,2026-07-10T22:19:34,anchorT2,uniform+177.6,177.64,-1,0,0,1,10,1511,542,231,14481,8,,ok
562,2026-07-10T22:19:54,anchorT2,uniform-167.4,-167.25,1,0,0,1,-13,1484,662,231,14171,2,,ok
563,2026-07-10T22:20:22,anchorT2,uniform-152.4,-151.94,-1,0,0,1,8,1510,558,231,13804,4,,ok
564,2026-07-10T22:20:41,anchorT2,uniform-137.4,-137.37,1,0,0,1,-11,1473,662,231,13484,3,,ok
565,2026-07-10T22:21:07,anchorT2,uniform-122.4,-122.34,-1,0,0,1,1,1509,553,231,13144,2,,ok
566,2026-07-10T22:21:27,anchorT2,uniform-107.4,-107.05,1,0,0,1,3,1484,687,231,12843,1,,ok
567,2026-07-10T22:21:52,anchorT2,uniform-92.4,-91.97,-1,0,0,1,-5,1498,540,231,12444,10,,ok
568,2026-07-10T22:22:12,anchorT2,uniform-77.4,-77.35,1,0,0,1,0,1474,688,231,12185,9,,ok
569,2026-07-10T22:22:35,anchorT2,uniform-62.4,-62.02,-1,0,1,1,-12,1485,537,231,18562,1,,ok
570,2026-07-10T22:23:02,anchorT2,uniform-47.4,-47.18,1,0,0,1,4,1472,686,231,11523,8,,ok
571,2026-07-10T22:23:24,anchorT2,uniform-32.4,-32.19,-1,0,0,1,4,1486,538,231,11132,1,,ok
572,2026-07-10T22:23:43,anchorT2,uniform-17.4,-17.37,1,0,0,1,-3,1484,627,231,10862,4,,ok
573,2026-07-10T22:24:04,anchorT2,uniform-2.4,-2.31,-1,0,0,1,3,1510,546,231,10379,4,,ok
574,2026-07-10T22:24:24,anchorT2,uniform+12.6,13.03,1,0,0,1,-2,1509,561,231,18086,0,,ok
575,2026-07-10T22:24:51,anchorT2,uniform+27.6,27.9,-1,0,0,1,15,1486,686,231,17792,0,,ok
576,2026-07-10T22:25:11,anchorT2,uniform+42.6,42.71,1,0,0,1,-3,1498,688,231,17458,10,,ok
577,2026-07-10T22:25:37,anchorT2,uniform+57.6,57.8,-1,0,0,1,-10,1522,637,231,17150,2,,ok
578,2026-07-10T22:25:57,anchorT2,uniform+72.6,72.7,1,0,0,1,0,1533,655,231,16826,0,,ok
579,2026-07-10T22:26:21,anchorT2,uniform+87.6,88.01,-1,0,1,1,-86,1461,456,231,23097,3,,ok
580,2026-07-10T22:26:48,anchorT2,uniform+102.6,103.17,1,0,0,1,-2,1461,437,231,16030,3,,ok
581,2026-07-10T22:27:11,anchorT2,uniform+117.6,117.69,-1,0,0,1,66,1511,786,231,15912,0,backlash-band,ok
582,2026-07-10T22:27:31,anchorT2,uniform+132.6,132.83,1,0,0,1,-5,1460,788,230,15508,4,backlash-band,ok
583,2026-07-10T22:27:53,anchorT2,uniform+147.6,147.85,-1,0,0,1,17,1462,635,230,15121,4,,ok
584,2026-07-10T22:28:13,anchorT2,uniform+162.6,162.71,1,0,0,1,2,1483,637,230,14799,5,,ok
585,2026-07-10T22:28:34,anchorT2,at-home,0.08,-1,0,0,1,-2,1471,624,230,10604,8,,ok
586,2026-07-10T22:28:47,anchorT2,in-flag+,1.1,1,0,0,1,-2,1461,634,230,10648,2,,ok
587,2026-07-10T22:28:59,anchorT2,in-flag-,-0.37,-1,0,0,1,0,1462,634,230,10574,4,,ok
588,2026-07-10T22:29:12,anchorT2,lead-edge,-1.52,1,0,0,1,0,1485,637,230,10306,1,,ok
589,2026-07-10T22:29:25,anchorT2,trail-edge,1.73,-1,0,1,1,-94,1398,460,231,24947,4,,ok
590,2026-07-10T22:29:52,anchorT2,wrap+0.5deg,0.87,1,0,0,1,88,1536,635,231,10719,4,,ok
591,2026-07-10T22:30:12,anchorT2,bound+179.9deg,179.84,-1,0,0,1,-22,1435,640,230,14402,6,,ok
592,2026-07-10T22:30:40,anchorT2,bound-179.9deg,-179.7,1,0,0,1,16,1485,649,230,14425,2,,ok
593,2026-07-10T22:31:15,anchorT2,stay-at-park,-0.3,0,0,0,1,-1,1436,653,229,10599,3,,ok
594,2026-07-10T22:31:26,anchorT2,uniform-44.9,-44.59,1,0,0,1,-13,1435,636,229,15351,18,,ok
595,2026-07-10T22:31:44,anchorT2,uniform-29.9,-29.54,-1,0,0,1,0,1434,635,229,15012,19,,ok
596,2026-07-10T22:32:01,anchorT2,uniform-14.9,-14.64,1,0,0,1,3,1435,639,229,10760,6,,ok
597,2026-07-10T22:32:14,anchorT2,uniform+0.1,0.45,-1,0,0,1,-86,1283,487,229,18066,0,,ok
598,2026-07-10T22:32:34,anchorT2,uniform+15.1,15.43,1,0,0,1,-1,1323,485,230,17829,2,,ok
599,2026-07-10T22:33:01,anchorT2,uniform+30.1,30.14,-1,-2,1,1,55,1462,601,231,24464,3,,ok
600,2026-07-10T22:34:00,anchorT2,uniform+45.1,45.17,1,0,0,1,4,1484,635,231,17408,1,,ok
601,2026-07-10T22:34:26,anchorT2,uniform+60.1,60.24,-1,0,0,1,-14,1486,524,231,17022,2,,ok
602,2026-07-10T22:34:45,anchorT2,uniform+75.1,75.22,1,0,0,1,6,1499,537,231,16676,7,,ok
603,2026-07-10T22:35:10,anchorT2,uniform+90.1,90.34,-1,0,0,1,24,1533,683,231,16460,1,,ok
604,2026-07-10T22:35:30,anchorT2,uniform+105.1,105.1,1,0,0,1,-6,1459,707,230,16102,0,backlash-band,ok
605,2026-07-10T22:35:53,anchorT2,uniform+120.1,120.42,-1,0,0,1,-19,1484,655,230,15727,2,,ok
606,2026-07-10T22:36:13,anchorT2,uniform+135.1,135.25,1,0,0,1,3,1485,659,230,15442,2,,ok
607,2026-07-10T22:36:35,anchorT2,uniform+150.1,150.29,-1,0,0,1,-86,1373,486,230,14895,6,,ok
608,2026-07-10T22:36:54,anchorT2,uniform+165.1,165.38,1,0,0,1,-26,1434,458,231,18575,18,,ok
609,2026-07-10T22:37:19,anchorT2,uniform-179.9,-179.73,-1,0,1,1,3,1436,452,231,21082,4,,ok
610,2026-07-10T22:37:45,anchorT2,uniform-164.9,-164.47,1,0,0,1,1,1436,459,231,13948,4,,ok
611,2026-07-10T22:38:04,anchorT2,uniform-149.9,-149.85,-1,0,0,1,-5,1435,462,231,13656,2,,ok
612,2026-07-10T22:38:23,anchorT2,uniform-134.9,-134.53,1,0,0,1,4,1436,462,231,13333,5,,ok
613,2026-07-10T22:38:40,anchorT2,uniform-119.9,-119.63,-1,0,0,1,-5,1435,461,231,12974,6,,ok
614,2026-07-10T22:38:57,anchorT2,uniform-104.9,-104.8,1,0,0,1,-2,1423,461,231,12615,4,,ok
615,2026-07-10T22:39:14,anchorT2,uniform-89.9,-89.56,-1,0,0,1,-5,1423,460,231,12320,4,,ok
616,2026-07-10T22:39:29,anchorT2,uniform-74.9,-74.74,1,0,0,1,1,1423,462,231,11985,5,,ok
617,2026-07-10T22:39:44,anchorT2,uniform-59.9,-59.73,-1,0,0,1,-7,1427,452,231,15594,18,,ok
618,2026-07-10T22:40:03,anchorT2,at-home,0.39,1,0,0,1,-3,1435,463,231,10503,7,,ok
619,2026-07-10T22:40:15,anchorT2,in-flag+,0.95,-1,0,1,1,80,1509,688,231,25188,7,,ok
620,2026-07-10T22:40:43,anchorT2,in-flag-,-0.63,1,0,0,1,-80,1435,461,231,10427,6,,ok
621,2026-07-10T22:41:03,anchorT2,lead-edge,-1.0,-1,0,0,1,86,1557,660,232,10667,0,,ok
622,2026-07-10T22:41:23,anchorT2,trail-edge,1.9,1,0,0,1,-4,1508,709,231,18378,2,backlash-band,ok
623,2026-07-10T22:41:50,anchorT2,wrap+0.5deg,0.88,-1,0,0,1,16,1548,585,231,18403,4,,ok
624,2026-07-10T22:42:11,anchorT2,bound+179.9deg,-179.94,1,0,0,1,4,1550,610,231,14471,6,,ok
625,2026-07-10T22:42:31,anchorT2,bound-179.9deg,-179.61,-1,0,0,1,-4,1560,597,231,14465,4,,ok
626,2026-07-10T22:42:51,anchorT2,stay-at-park,-0.12,0,0,0,1,-6,1510,609,230,10649,0,,ok
627,2026-07-10T22:43:01,anchorT2,uniform+92.6,92.98,-1,0,0,1,-37,1373,537,230,16179,0,,ok
628,2026-07-10T22:43:21,anchorT2,uniform+107.6,107.9,1,0,0,1,-11,1411,527,231,15900,7,,ok
629,2026-07-10T22:43:44,anchorT2,uniform+122.6,122.67,-1,0,1,1,40,1461,613,231,22402,2,,ok
630,2026-07-10T22:44:11,anchorT2,uniform+137.6,137.76,1,0,0,1,0,1473,615,231,15333,9,,ok
631,2026-07-10T22:44:32,anchorT2,uniform+152.6,152.89,-1,0,0,1,-43,1471,460,231,14920,8,,ok
632,2026-07-10T22:44:52,anchorT2,uniform+167.6,168.05,1,0,0,1,3,1474,484,231,14601,9,,ok
633,2026-07-10T22:45:12,anchorT2,uniform-177.4,-177.01,-1,0,0,1,-1,1462,463,231,14251,2,,ok
634,2026-07-10T22:45:32,anchorT2,uniform-162.4,-161.95,1,0,0,1,-6,1473,460,231,13961,10,,ok
635,2026-07-10T22:45:51,anchorT2,uniform-147.4,-146.99,-1,0,0,1,2,1484,485,231,13657,2,,ok
636,2026-07-10T22:46:09,anchorT2,uniform-132.4,-132.01,1,0,0,1,-1,1463,480,231,13294,2,,ok
637,2026-07-10T22:46:27,anchorT2,uniform-117.4,-117.27,-1,0,0,1,-10,1460,483,231,12978,2,,ok
638,2026-07-10T22:46:44,anchorT2,uniform-102.4,-102.17,1,0,0,1,5,1463,487,231,12659,2,,ok
639,2026-07-10T22:47:00,anchorT2,uniform-87.4,-87.17,-1,0,1,1,-4,1461,487,231,19067,5,,ok
640,2026-07-10T22:47:23,anchorT2,uniform-72.4,-72.34,1,0,0,1,-5,1471,484,231,11995,8,,ok
641,2026-07-10T22:47:38,anchorT2,uniform-57.4,-56.97,-1,0,0,1,0,1483,508,231,11700,4,,ok
642,2026-07-10T22:47:52,anchorT2,uniform-42.4,-42.14,1,0,0,1,-5,1483,488,231,11324,1,,ok
643,2026-07-10T22:48:06,anchorT2,uniform-27.4,-27.33,-1,0,0,1,-1,1462,482,231,10975,2,,ok
644,2026-07-10T22:48:19,anchorT2,uniform-12.4,-12.27,1,0,0,1,-6,1485,478,231,10679,2,,ok
645,2026-07-10T22:48:32,anchorT2,uniform+2.6,2.95,-1,0,0,1,34,1531,735,231,18402,2,backlash-band,ok
646,2026-07-10T22:48:52,anchorT2,uniform+17.6,17.74,1,0,0,1,1,1460,733,230,18003,5,backlash-band,ok
647,2026-07-10T22:49:19,anchorT2,uniform+32.6,32.83,-1,0,0,1,-10,1447,613,230,17620,8,,ok
648,2026-07-10T22:49:39,anchorT2,uniform+47.6,47.88,1,0,0,1,-3,1447,611,230,17290,6,,ok
649,2026-07-10T22:50:05,anchorT2,uniform+62.6,62.65,-1,2,1,1,-86,1384,461,231,23588,11,,ok
650,2026-07-10T22:51:00,anchorT2,uniform+77.6,78.05,1,0,0,1,8,1385,464,231,16497,7,,ok
651,2026-07-10T22:51:24,anchorT2,at-home,0.12,-1,0,0,1,-9,1384,451,231,10395,10,,ok
652,2026-07-10T22:51:37,anchorT2,in-flag+,1.05,1,0,0,1,3,1386,460,231,10437,10,,ok
653,2026-07-10T22:51:50,anchorT2,in-flag-,-0.45,-1,0,0,1,0,1386,461,231,10372,9,,ok
654,2026-07-10T22:52:02,anchorT2,lead-edge,-1.29,1,0,0,1,-1,1397,463,231,10372,2,,ok
655,2026-07-10T22:52:15,anchorT2,trail-edge,1.73,-1,0,0,1,66,1487,685,231,18387,1,,ok
656,2026-07-10T22:52:35,anchorT2,wrap+0.5deg,0.56,1,0,0,1,-71,1335,485,230,14279,13,,ok
657,2026-07-10T22:52:59,anchorT2,bound+179.9deg,-179.67,-1,0,0,1,81,1536,564,231,14433,2,,ok
658,2026-07-10T22:53:27,anchorT2,bound-179.9deg,-179.92,1,0,0,1,-89,1333,461,230,14162,8,,ok
659,2026-07-10T22:54:02,anchorT2,stay-at-park,-0.31,0,0,1,1,76,1487,638,231,25171,4,,ok
660,2026-07-10T22:54:28,anchorT2,uniform-129.8,-129.8,1,0,0,1,-75,1385,457,231,17064,14,,ok
661,2026-07-10T22:54:57,anchorT2,uniform-114.8,-114.38,-1,0,0,1,64,1534,612,232,13030,0,,ok
662,2026-07-10T22:55:17,anchorT2,uniform-99.8,-99.7,1,0,0,1,-65,1373,453,231,12460,0,,ok
663,2026-07-10T22:55:41,anchorT2,uniform-84.8,-84.71,-1,0,0,1,55,1533,631,232,12389,0,,ok
664,2026-07-10T22:56:01,anchorT2,uniform-69.8,-69.71,1,0,0,1,-59,1373,463,231,11811,7,,ok
665,2026-07-10T22:56:24,anchorT2,uniform-54.8,-54.54,-1,0,0,1,63,1536,613,232,11718,2,,ok
666,2026-07-10T22:56:44,anchorT2,uniform-39.8,-39.72,1,0,0,1,-67,1384,469,231,11158,12,,ok
667,2026-07-10T22:57:05,anchorT2,uniform-24.8,-24.45,-1,0,0,1,69,1536,611,232,11048,4,,ok
668,2026-07-10T22:57:25,anchorT2,uniform-9.8,-9.65,1,0,0,1,-69,1396,463,231,10529,5,,ok
669,2026-07-10T22:57:45,anchorT2,uniform+5.2,5.42,-1,0,1,1,59,1533,560,231,25027,0,,ok
670,2026-07-10T22:58:20,anchorT2,uniform+20.2,20.26,1,0,0,1,4,1487,687,231,17959,3,,ok
671,2026-07-10T22:58:54,anchorT2,uniform+35.2,35.44,-1,0,0,1,28,1536,664,232,17676,2,,ok
672,2026-07-10T22:59:22,anchorT2,uniform+50.2,50.11,1,0,0,1,-17,1587,571,232,17368,6,,ok
673,2026-07-10T22:59:56,anchorT2,uniform+65.2,65.51,-1,0,0,1,-2,1519,612,231,16977,8,,ok
674,2026-07-10T23:00:24,anchorT2,uniform+80.2,80.29,1,0,0,1,7,1507,692,231,16646,4,,ok
675,2026-07-10T23:00:56,anchorT2,uniform+95.2,95.41,-1,0,0,1,-82,1461,459,231,16209,4,,ok
676,2026-07-10T23:01:24,anchorT2,uniform+110.2,110.47,1,0,0,1,73,1581,637,232,16068,2,,ok
677,2026-07-10T23:01:55,anchorT2,uniform+125.2,125.23,-1,0,0,1,-15,1511,763,231,15724,0,backlash-band,ok
678,2026-07-10T23:02:22,anchorT2,uniform+140.2,140.19,1,0,0,1,-66,1473,461,231,15218,5,,ok
679,2026-07-10T23:02:52,anchorT2,uniform+155.2,155.44,-1,0,1,1,87,1512,635,231,21766,1,,ok
680,2026-07-10T23:03:26,anchorT2,uniform+170.2,170.28,1,0,0,1,-17,1532,771,231,14770,6,backlash-band,ok
681,2026-07-10T23:03:55,anchorT2,uniform-174.8,-174.65,-1,0,0,1,17,1523,638,231,14341,10,,ok
682,2026-07-10T23:04:15,anchorT2,uniform-159.8,-159.64,1,0,0,1,-22,1512,762,231,14075,6,backlash-band,ok
683,2026-07-10T23:04:42,anchorT2,uniform-144.8,-144.4,-1,0,0,1,18,1513,614,231,13683,2,,ok
684,2026-07-10T23:05:02,anchorT2,at-home,0.15,1,0,0,1,-17,1513,762,231,10675,2,backlash-band,ok
685,2026-07-10T23:05:22,anchorT2,in-flag+,0.94,-1,0,0,1,-76,1384,461,231,18163,10,,ok
686,2026-07-10T23:05:49,anchorT2,in-flag-,-0.32,1,0,0,1,76,1584,764,232,10721,8,backlash-band,ok
687,2026-07-10T23:06:17,anchorT2,lead-edge,-1.7,-1,0,0,1,-73,1373,464,231,10321,1,,ok
688,2026-07-10T23:06:45,anchorT2,trail-edge,1.76,1,0,0,1,98,1586,661,232,18479,6,,ok
689,2026-07-10T23:07:21,anchorT2,wrap+0.5deg,0.39,-1,0,1,1,-34,1509,639,231,25173,1,,ok
690,2026-07-10T23:07:55,anchorT2,bound+179.9deg,-179.77,1,0,0,1,-69,1384,465,231,14252,10,,ok
691,2026-07-10T23:08:23,anchorT2,bound-179.9deg,-179.76,-1,0,0,1,66,1559,611,232,14499,2,,ok
692,2026-07-10T23:08:43,anchorT2,stay-at-park,-0.04,0,0,0,1,0,1509,638,231,10675,1,,ok
693,2026-07-10T23:08:54,anchorT2,uniform+7.7,7.82,-1,0,0,1,-10,1512,531,231,18199,1,,ok
694,2026-07-10T23:09:14,anchorT2,uniform+22.7,22.98,1,0,0,1,2,1512,537,231,17857,6,,ok
695,2026-07-10T23:09:41,anchorT2,uniform+37.7,37.79,-1,0,0,1,37,1534,710,231,17647,1,backlash-band,ok
696,2026-07-10T23:10:01,anchorT2,uniform+52.7,52.65,1,0,0,1,-1,1521,708,231,17304,12,backlash-band,ok
697,2026-07-10T23:10:26,anchorT2,uniform+67.7,67.98,-1,0,0,1,-18,1524,635,231,16956,1,,ok
698,2026-07-10T23:11:31,anchorT2,uniform+82.7,82.72,1,0,0,1,-95,1435,457,231,16452,6,,ok
699,2026-07-10T23:11:50,anchorT2,uniform+97.7,97.66,-1,-2,1,1,77,1509,638,231,23033,2,,ok
700,2026-07-10T23:12:49,anchorT2,uniform+112.7,112.89,1,0,0,1,-1,1510,656,231,15937,1,,ok
701,2026-07-10T23:13:12,anchorT2,uniform+127.7,127.8,-1,0,0,1,13,1522,587,231,15601,8,,ok
702,2026-07-10T23:13:32,anchorT2,uniform+142.7,142.77,1,0,0,1,-6,1533,586,231,15281,3,,ok
703,2026-07-10T23:13:53,anchorT2,uniform+157.7,157.81,-1,0,0,1,-41,1396,511,231,14787,2,,ok
704,2026-07-10T23:14:13,anchorT2,uniform+172.7,172.93,1,0,0,1,2,1460,491,232,14492,4,,ok
705,2026-07-10T23:14:33,anchorT2,uniform-172.3,-172.33,-1,0,0,1,3,1532,513,233,14263,2,,ok
706,2026-07-10T23:14:53,anchorT2,uniform-157.3,-157.05,1,0,0,1,-4,1511,506,233,13883,1,,ok
707,2026-07-10T23:15:11,anchorT2,uniform-142.3,-141.93,-1,0,0,1,-7,1510,500,233,13571,4,,ok
708,2026-07-10T23:15:29,anchorT2,uniform-127.3,-127.13,1,0,0,1,-6,1510,503,233,13236,5,,ok
709,2026-07-10T23:15:47,anchorT2,uniform-112.3,-112.11,-1,0,1,1,-7,1388,512,231,19530,8,,ok
710,2026-07-10T23:16:10,anchorT2,uniform-97.3,-96.92,1,0,0,1,0,1398,512,231,12451,4,,ok
711,2026-07-10T23:16:26,anchorT2,uniform-82.3,-82.15,-1,0,0,1,-7,1386,512,231,12142,10,,ok
712,2026-07-10T23:16:42,anchorT2,uniform-67.3,-67.27,1,0,0,1,3,1398,518,231,11810,2,,ok
713,2026-07-10T23:16:56,anchorT2,uniform-52.3,-52.18,-1,0,0,1,0,1397,511,231,11459,4,,ok
714,2026-07-10T23:17:10,anchorT2,uniform-37.3,-37.15,1,0,0,1,-5,1409,510,231,11172,2,,ok
715,2026-07-10T23:17:24,anchorT2,uniform-22.3,-22.11,-1,0,0,1,0,1389,510,231,10807,3,,ok
716,2026-07-10T23:17:37,anchorT2,uniform-7.3,-7.04,1,0,0,1,-1,1399,509,231,10487,2,,ok
717,2026-07-10T23:17:50,anchorT2,at-home,0.3,-1,0,0,1,-4,1398,510,231,10425,1,,ok
718,2026-07-10T23:18:02,anchorT2,in-flag+,0.99,1,0,0,1,-4,1398,506,231,10520,4,,ok
719,2026-07-10T23:18:15,anchorT2,in-flag-,-0.34,-1,0,1,1,33,1483,611,231,25137,5,,ok
720,2026-07-10T23:18:42,anchorT2,lead-edge,-1.5,1,0,0,1,-36,1409,514,231,10163,2,,ok
721,2026-07-10T23:19:02,anchorT2,trail-edge,1.78,-1,0,0,1,-6,1547,511,232,18338,8,,ok
722,2026-07-10T23:19:30,anchorT2,wrap+0.5deg,0.67,1,0,0,1,0,1387,510,231,10439,2,,ok
723,2026-07-10T23:19:57,anchorT2,bound+179.9deg,-179.81,-1,0,0,1,31,1571,714,232,14549,7,backlash-band,ok
724,2026-07-10T23:20:33,anchorT2,bound-179.9deg,-179.72,1,0,0,1,-31,1387,518,231,14267,8,,ok
725,2026-07-10T23:21:17,anchorT2,stay-at-park,-0.04,0,0,0,1,3,1460,512,232,10523,4,,ok
726,2026-07-10T23:21:27,anchorT2,uniform+145.2,145.54,1,0,0,1,27,1534,614,232,15226,0,,ok
727,2026-07-10T23:21:47,anchorT2,uniform+160.2,160.49,-1,0,0,1,8,1485,634,231,14838,2,,ok
728,2026-07-10T23:22:08,anchorT2,uniform+175.2,175.42,1,0,0,1,-48,1508,509,231,14515,2,,ok
729,2026-07-10T23:22:27,anchorT2,uniform-169.8,-169.55,-1,0,1,1,41,1485,614,231,20950,10,,ok
730,2026-07-10T23:23:01,anchorT2,uniform-154.8,-154.59,1,0,0,1,-41,1510,507,231,13868,1,,ok
731,2026-07-10T23:23:21,anchorT2,uniform-139.8,-139.74,-1,0,0,1,45,1488,624,231,13550,1,,ok
732,2026-07-10T23:23:47,anchorT2,uniform-124.8,-124.86,1,0,0,1,-54,1497,491,231,13170,10,,ok
733,2026-07-10T23:24:06,anchorT2,uniform-109.8,-109.57,-1,0,0,1,43,1484,630,231,12885,3,,ok
734,2026-07-10T23:24:31,anchorT2,uniform-94.8,-94.67,1,0,0,1,-54,1483,489,231,12505,4,,ok
735,2026-07-10T23:24:51,anchorT2,uniform-79.8,-79.38,-1,0,0,1,45,1483,614,231,12219,4,,ok
736,2026-07-10T23:25:14,anchorT2,uniform-64.8,-64.91,1,0,0,1,-48,1484,488,231,11852,0,,ok
737,2026-07-10T23:25:34,anchorT2,uniform-49.8,-49.73,-1,0,0,1,54,1487,636,231,11591,0,,ok
738,2026-07-10T23:25:55,anchorT2,uniform-34.8,-34.64,1,0,0,1,-52,1496,488,231,11180,6,,ok
739,2026-07-10T23:26:15,anchorT2,uniform-19.8,-19.72,-1,0,1,1,47,1485,615,231,17662,2,,ok
740,2026-07-10T23:26:42,anchorT2,uniform-4.8,-4.84,1,0,0,1,-54,1483,486,231,10478,0,,ok
741,2026-07-10T23:27:02,anchorT2,uniform+10.2,10.33,-1,0,0,1,10,1496,509,231,18126,10,,ok
742,2026-07-10T23:27:29,anchorT2,uniform+25.2,25.2,1,0,0,1,35,1511,735,231,17919,2,backlash-band,ok
743,2026-07-10T23:27:49,anchorT2,uniform+40.2,40.19,-1,0,0,1,1,1512,713,231,17548,2,backlash-band,ok
744,2026-07-10T23:28:15,anchorT2,uniform+55.2,55.18,1,0,0,1,-18,1507,636,231,17192,3,,ok
745,2026-07-10T23:28:35,anchorT2,uniform+70.2,70.52,-1,0,0,1,16,1512,657,231,16860,3,,ok
746,2026-07-10T23:29:00,anchorT2,uniform+85.2,85.15,1,0,0,1,-88,1398,486,231,16342,4,,ok
747,2026-07-10T23:29:19,anchorT2,uniform+100.2,100.58,-1,0,0,1,-11,1436,462,232,16053,6,,ok
748,2026-07-10T23:29:42,anchorT2,uniform+115.2,115.43,1,0,0,1,77,1622,635,233,15980,3,,ok
749,2026-07-10T23:30:02,anchorT2,uniform+130.2,130.17,-1,2,1,1,-7,1523,558,231,22275,11,,ok
750,2026-07-10T23:30:55,anchorT2,at-home,0.23,1,0,0,1,-3,1510,647,231,10665,8,,ok
751,2026-07-10T23:31:15,anchorT2,in-flag+,1.07,-1,0,0,1,24,1487,682,231,18402,0,,ok
752,2026-07-10T23:31:43,anchorT2,in-flag-,-0.59,1,0,0,1,-32,1509,637,231,10628,2,,ok
753,2026-07-10T23:32:11,anchorT2,lead-edge,-1.35,-1,0,0,1,28,1486,686,231,10620,1,,ok
754,2026-07-10T23:32:38,anchorT2,trail-edge,1.55,1,0,0,1,-27,1523,548,231,18347,8,,ok
755,2026-07-10T23:33:14,anchorT2,wrap+0.5deg,0.95,-1,0,0,1,19,1489,613,231,18380,1,,ok
756,2026-07-10T23:33:42,anchorT2,bound+179.9deg,179.87,1,0,0,1,2,1485,685,231,14444,3,,ok
757,2026-07-10T23:34:10,anchorT2,bound-179.9deg,-179.9,-1,0,0,1,-1,1511,627,231,14445,0,,ok
758,2026-07-10T23:34:30,anchorT2,stay-at-park,-0.01,0,0,0,1,-10,1508,635,231,10644,2,,ok
759,2026-07-10T23:34:40,anchorT2,uniform-77.3,-77.11,-1,0,1,1,2,1509,636,231,18962,0,,ok
760,2026-07-10T23:35:02,anchorT2,uniform-62.3,-62.14,1,0,0,1,-6,1489,605,231,11842,1,,ok
761,2026-07-10T23:35:17,anchorT2,uniform-47.3,-47.15,-1,0,0,1,-3,1509,632,231,11557,1,,ok
762,2026-07-10T23:35:31,anchorT2,uniform-32.3,-32.07,1,0,0,1,8,1513,636,231,11210,2,,ok
763,2026-07-10T23:35:44,anchorT2,uniform-17.3,-16.96,-1,0,0,1,-10,1510,630,231,10885,1,,ok
764,2026-07-10T23:35:57,anchorT2,uniform-2.3,-2.06,1,0,0,1,-5,1534,637,231,10410,4,,ok
765,2026-07-10T23:36:10,anchorT2,uniform+12.7,13.06,-1,0,0,1,-76,1477,485,231,21963,15,,ok
766,2026-07-10T23:36:34,anchorT2,uniform+27.7,28.22,1,0,0,1,-6,1461,462,231,17687,1,,ok
767,2026-07-10T23:37:01,anchorT2,uniform+42.7,42.98,-1,0,0,1,63,1560,763,232,17583,6,backlash-band,ok
768,2026-07-10T23:37:21,anchorT2,uniform+57.7,57.61,1,0,0,1,-2,1508,763,231,17179,2,backlash-band,ok
769,2026-07-10T23:37:46,anchorT2,uniform+72.7,73.08,-1,0,1,1,8,1533,632,231,23621,1,,ok
770,2026-07-10T23:38:13,anchorT2,uniform+87.7,87.93,1,0,0,1,9,1555,655,231,16545,0,,ok
771,2026-07-10T23:38:37,anchorT2,uniform+102.7,102.8,-1,0,0,1,-86,1397,486,231,15983,2,,ok
772,2026-07-10T23:38:57,anchorT2,uniform+117.7,117.92,1,0,0,1,-13,1458,485,232,15696,1,,ok
773,2026-07-10T23:39:19,anchorT2,uniform+132.7,132.81,-1,0,0,1,82,1622,640,233,15607,6,,ok
774,2026-07-10T23:39:39,anchorT2,uniform+147.7,147.82,1,0,0,1,-5,1560,628,232,15230,3,,ok
775,2026-07-10T23:40:00,anchorT2,uniform+162.7,162.74,-1,0,0,1,-1,1574,553,232,14892,8,,ok
776,2026-07-10T23:40:20,anchorT2,uniform+177.7,177.69,1,0,0,1,1,1574,560,232,14554,6,,ok
777,2026-07-10T23:40:41,anchorT2,uniform-167.3,-166.95,-1,0,0,1,-4,1574,561,232,14198,6,,ok
778,2026-07-10T23:41:00,anchorT2,uniform-152.3,-152.05,1,0,0,1,0,1584,551,232,13883,4,,ok
779,2026-07-10T23:41:18,anchorT2,uniform-137.3,-136.92,-1,0,1,1,-8,1512,535,231,20241,6,,ok
780,2026-07-10T23:41:43,anchorT2,uniform-122.3,-122.14,1,0,0,1,-5,1512,536,231,13160,2,,ok
781,2026-07-10T23:42:00,anchorT2,uniform-107.3,-106.99,-1,0,0,1,0,1512,531,231,12800,5,,ok
782,2026-07-10T23:42:17,anchorT2,uniform-92.3,-92.21,1,0,0,1,-11,1510,535,231,12500,0,,ok
783,2026-07-10T23:42:33,anchorT2,at-home,0.24,-1,0,0,1,1,1510,533,231,10608,8,,ok
784,2026-07-10T23:42:46,anchorT2,in-flag+,0.82,1,0,0,1,2,1511,536,231,10630,1,,ok
