cycle,ts,epoch,kind,start_deg,approach,multi_rev,cold,ok,home_err,switch,backlash,T,fw_ms,pass_spread,anomalies,msg
1784,2026-07-11T05:57:26,anchorT2,uniform-104.6,-104.52,1,0,0,1,-2,1536,506,232,12776,3,,ok
1785,2026-07-11T05:57:43,anchorT2,uniform-89.6,-89.26,-1,0,0,1,-7,1535,488,232,12439,1,,ok
1786,2026-07-11T05:57:59,anchorT2,uniform-74.6,-74.27,1,0,0,1,1,1535,501,232,12131,6,,ok
1787,2026-07-11T05:58:14,anchorT2,uniform-59.6,-59.39,-1,0,0,1,1,1548,511,232,11776,10,,ok
1788,2026-07-11T05:58:28,anchorT2,uniform-44.6,-44.48,1,0,0,1,-7,1535,489,232,11448,1,,ok
1789,2026-07-11T05:58:42,anchorT2,uniform-29.6,-29.25,-1,0,1,1,-7,1486,485,231,17809,0,,ok
1790,2026-07-11T05:59:02,anchorT2,uniform-14.6,-14.41,1,0,0,1,-1,1507,489,231,10771,3,,ok
1791,2026-07-11T05:59:15,anchorT2,uniform+0.4,0.61,-1,0,0,1,29,1523,611,231,18415,8,,ok
1792,2026-07-11T05:59:36,anchorT2,uniform+15.4,15.42,1,0,0,1,0,1512,610,231,18075,2,,ok
1793,2026-07-11T06:00:03,anchorT2,uniform+30.4,30.82,-1,0,0,1,-5,1535,614,231,17762,12,,ok
1794,2026-07-11T06:00:23,anchorT2,uniform+45.4,45.61,1,0,0,1,-2,1483,628,230,17388,4,,ok
1795,2026-07-11T06:00:49,anchorT2,uniform+60.4,60.43,-1,0,0,1,-73,1348,465,230,16843,0,,ok
1796,2026-07-11T06:01:08,anchorT2,uniform+75.4,75.96,1,0,0,1,-14,1397,459,231,16533,4,,ok
1797,2026-07-11T06:01:33,anchorT2,uniform+90.4,90.71,-1,0,0,1,71,1582,614,232,16502,8,,ok
1798,2026-07-11T06:01:53,anchorT2,uniform+105.4,105.53,1,0,0,1,-4,1509,613,231,16078,0,,ok
1799,2026-07-11T06:02:16,anchorT2,uniform+120.4,120.42,-1,-2,1,1,-1,1535,535,231,22491,2,,ok
1800,2026-07-11T06:03:14,anchorT2,uniform+135.4,135.82,1,0,0,1,8,1537,554,231,15436,3,,ok
1801,2026-07-11T06:03:36,anchorT2,uniform+150.4,150.41,-1,0,0,1,7,1507,611,231,15092,6,,ok
1802,2026-07-11T06:03:56,anchorT2,uniform+165.4,165.62,1,0,0,1,7,1510,611,231,14779,1,,ok
1803,2026-07-11T06:04:17,anchorT2,uniform-179.6,-179.19,-1,0,0,1,1,1510,609,231,14427,0,,ok
1804,2026-07-11T06:04:36,anchorT2,uniform-164.6,-164.18,1,0,0,1,-10,1487,589,231,14080,0,,ok
1805,2026-07-11T06:04:55,anchorT2,uniform-149.6,-149.45,-1,0,0,1,5,1581,612,232,13839,2,,ok
1806,2026-07-11T06:05:14,anchorT2,at-home,0.07,1,0,0,1,-14,1487,585,231,10614,0,,ok
1807,2026-07-11T06:05:27,anchorT2,in-flag+,1.0,-1,0,0,1,6,1574,612,232,18438,6,,ok
1808,2026-07-11T06:05:47,anchorT2,in-flag-,-0.52,1,0,0,1,1,1570,615,232,10681,4,,ok
1809,2026-07-11T06:06:08,anchorT2,lead-edge,-1.33,-1,0,1,1,-80,1484,462,231,25105,0,,ok
1810,2026-07-11T06:06:42,anchorT2,trail-edge,1.91,1,0,0,1,68,1532,601,231,18371,2,,ok
1811,2026-07-11T06:07:18,anchorT2,wrap+0.5deg,0.56,-1,0,0,1,-5,1460,625,230,18364,4,,ok
1812,2026-07-11T06:07:45,anchorT2,bound+179.9deg,179.92,1,0,0,1,-55,1434,486,230,14340,2,,ok
1813,2026-07-11T06:08:13,anchorT2,bound-179.9deg,-179.58,-1,0,0,1,53,1534,633,231,14490,1,,ok
1814,2026-07-11T06:08:33,anchorT2,stay-at-park,-0.25,0,0,0,1,7,1464,635,230,10578,1,,ok
1815,2026-07-11T06:08:44,anchorT2,uniform+2.9,3.05,-1,0,0,1,3,1506,637,230,18316,3,,ok
1816,2026-07-11T06:09:04,anchorT2,uniform+17.9,17.93,1,0,0,1,-1,1486,632,230,17977,3,,ok
1817,2026-07-11T06:09:31,anchorT2,uniform+32.9,33.28,-1,0,0,1,-70,1348,479,230,17461,3,,ok
1818,2026-07-11T06:09:51,anchorT2,uniform+47.9,48.3,1,0,0,1,6,1410,486,231,17178,0,,ok
1819,2026-07-11T06:10:16,anchorT2,uniform+62.9,63.29,-1,0,1,1,61,1533,635,231,23830,0,,ok
1820,2026-07-11T06:10:43,anchorT2,uniform+77.9,78.11,1,0,0,1,-3,1512,613,231,16700,2,,ok
1821,2026-07-11T06:11:08,anchorT2,uniform+92.9,92.94,-1,0,0,1,-8,1523,520,231,16336,4,,ok
1822,2026-07-11T06:11:27,anchorT2,uniform+107.9,108.05,1,0,0,1,4,1536,537,231,16034,4,,ok
1823,2026-07-11T06:11:51,anchorT2,uniform+122.9,123.08,-1,0,0,1,22,1535,633,231,15738,2,,ok
1824,2026-07-11T06:12:10,anchorT2,uniform+137.9,138.26,1,0,0,1,-6,1523,614,231,15392,3,,ok
1825,2026-07-11T06:12:32,anchorT2,uniform+152.9,153.04,-1,0,0,1,-12,1536,610,231,15061,1,,ok
1826,2026-07-11T06:12:52,anchorT2,uniform+167.9,168.19,1,0,0,1,-6,1558,613,231,14742,2,,ok
1827,2026-07-11T06:13:13,anchorT2,uniform-177.1,-176.77,-1,0,0,1,5,1559,632,231,14414,2,,ok
1828,2026-07-11T06:13:32,anchorT2,uniform-162.1,-162.03,1,0,0,1,6,1560,614,231,14119,4,,ok
1829,2026-07-11T06:13:51,anchorT2,uniform-147.1,-146.79,-1,0,1,1,-2,1573,630,231,20557,7,,ok
1830,2026-07-11T06:14:17,anchorT2,uniform-132.1,-132.01,1,0,0,1,-10,1559,612,231,13451,6,,ok
1831,2026-07-11T06:14:34,anchorT2,uniform-117.1,-116.65,-1,0,0,1,-10,1560,611,231,17127,17,,ok
1832,2026-07-11T06:14:55,anchorT2,uniform-102.1,-101.76,1,0,0,1,8,1560,631,231,12799,4,,ok
1833,2026-07-11T06:15:12,anchorT2,uniform-87.1,-87.01,-1,0,0,1,-3,1559,633,231,12464,3,,ok
1834,2026-07-11T06:15:28,anchorT2,uniform-72.1,-71.96,1,0,0,1,-1,1559,635,231,12124,2,,ok
1835,2026-07-11T06:15:43,anchorT2,uniform-57.1,-57.06,-1,0,0,1,-4,1559,636,231,11814,3,,ok
1836,2026-07-11T06:15:57,anchorT2,uniform-42.1,-41.77,1,0,0,1,1,1560,634,231,11479,3,,ok
1837,2026-07-11T06:16:11,anchorT2,uniform-27.1,-26.78,-1,0,0,1,-1,1560,607,231,11139,3,,ok
1838,2026-07-11T06:16:24,anchorT2,uniform-12.1,-11.88,1,0,0,1,2,1549,614,231,10782,2,,ok
1839,2026-07-11T06:16:37,anchorT2,at-home,0.05,-1,0,1,1,-114,1447,413,231,24971,6,,ok
1840,2026-07-11T06:17:05,anchorT2,in-flag+,0.91,1,0,0,1,104,1559,602,231,10773,3,,ok
1841,2026-07-11T06:17:25,anchorT2,in-flag-,-0.7,-1,0,0,1,-94,1385,439,230,10403,8,,ok
1842,2026-07-11T06:17:45,anchorT2,lead-edge,-1.14,1,0,0,1,99,1561,615,231,14649,19,,ok
1843,2026-07-11T06:18:09,anchorT2,trail-edge,1.83,-1,0,0,1,-22,1470,609,230,18305,8,,ok
1844,2026-07-11T06:18:36,anchorT2,wrap+0.5deg,0.7,1,0,0,1,16,1497,612,230,10644,6,,ok
1845,2026-07-11T06:19:04,anchorT2,bound+179.9deg,-179.92,-1,0,0,1,-18,1434,561,229,18278,17,,ok
1846,2026-07-11T06:19:44,anchorT2,bound-179.9deg,-179.6,1,0,0,1,18,1449,630,229,14412,9,,ok
1847,2026-07-11T06:20:27,anchorT2,stay-at-park,0.03,0,0,0,1,-9,1436,636,229,10609,6,,ok
1848,2026-07-11T06:20:38,anchorT2,uniform+140.4,140.56,1,0,0,1,-78,1336,463,229,15062,10,,ok
1849,2026-07-11T06:20:58,anchorT2,uniform+155.4,155.43,-1,2,1,1,61,1521,610,231,21753,10,,ok
1850,2026-07-11T06:21:49,anchorT2,uniform+170.4,170.69,1,0,0,1,-4,1532,612,231,14680,2,,ok
1851,2026-07-11T06:22:10,anchorT2,uniform-174.6,-174.24,-1,0,0,1,5,1512,589,231,14316,2,,ok
1852,2026-07-11T06:22:29,anchorT2,uniform-159.6,-159.57,1,0,0,1,-8,1533,609,231,14037,0,,ok
1853,2026-07-11T06:22:48,anchorT2,uniform-144.6,-144.31,-1,0,0,1,0,1533,612,231,13692,2,,ok
1854,2026-07-11T06:23:06,anchorT2,uniform-129.6,-129.56,1,0,0,1,4,1535,609,231,13371,1,,ok
1855,2026-07-11T06:23:24,anchorT2,uniform-114.6,-114.17,-1,0,0,1,-3,1533,609,231,13003,0,,ok
1856,2026-07-11T06:23:41,anchorT2,uniform-99.6,-99.16,1,0,0,1,0,1535,613,231,12703,3,,ok
1857,2026-07-11T06:23:57,anchorT2,uniform-84.6,-84.49,-1,0,0,1,-3,1534,611,231,12361,1,,ok
1858,2026-07-11T06:24:13,anchorT2,uniform-69.6,-69.21,1,0,0,1,-8,1531,610,231,12044,2,,ok
1859,2026-07-11T06:24:28,anchorT2,uniform-54.6,-54.54,-1,0,1,1,2,1512,586,231,18427,1,,ok
1860,2026-07-11T06:24:49,anchorT2,uniform-39.6,-39.56,1,0,0,1,-6,1532,611,231,11364,2,,ok
1861,2026-07-11T06:25:03,anchorT2,uniform-24.6,-24.34,-1,0,0,1,1,1534,587,231,11061,8,,ok
1862,2026-07-11T06:25:16,anchorT2,uniform-9.6,-9.33,1,0,0,1,-6,1532,587,231,10709,2,,ok
1863,2026-07-11T06:25:29,anchorT2,uniform+5.4,5.69,-1,0,0,1,21,1536,561,231,18273,3,,ok
1864,2026-07-11T06:25:49,anchorT2,uniform+20.4,20.53,1,0,0,1,-1,1535,560,231,17965,2,,ok
1865,2026-07-11T06:26:16,anchorT2,uniform+35.4,35.49,-1,0,0,1,-53,1433,486,231,17462,4,,ok
1866,2026-07-11T06:26:36,anchorT2,uniform+50.4,50.77,1,0,0,1,11,1496,510,232,17230,10,,ok
1867,2026-07-11T06:27:01,anchorT2,uniform+65.4,65.47,-1,0,0,1,40,1585,633,232,17038,6,,ok
1868,2026-07-11T06:27:21,anchorT2,uniform+80.4,80.41,1,0,0,1,-17,1512,606,231,16650,1,,ok
1869,2026-07-11T06:27:46,anchorT2,uniform+95.4,95.84,-1,0,1,1,-40,1510,486,231,23019,4,,ok
1870,2026-07-11T06:28:12,anchorT2,uniform+110.4,110.52,1,0,0,1,3,1526,506,231,19932,14,,ok
1871,2026-07-11T06:28:39,anchorT2,uniform+125.4,125.44,-1,0,0,1,31,1558,611,231,15711,3,,ok
1872,2026-07-11T06:28:59,anchorT2,at-home,0.02,1,0,0,1,-39,1448,485,230,10444,8,,ok
1873,2026-07-11T06:29:19,anchorT2,in-flag+,0.77,-1,0,0,1,28,1559,614,231,18419,3,,ok
1874,2026-07-11T06:29:47,anchorT2,in-flag-,-0.61,1,0,0,1,-29,1449,480,230,10479,8,,ok
1875,2026-07-11T06:30:15,anchorT2,lead-edge,-1.43,-1,0,0,1,26,1568,613,231,10615,12,,ok
1876,2026-07-11T06:30:43,anchorT2,trail-edge,1.92,1,0,0,1,5,1508,611,230,18352,3,,ok
1877,2026-07-11T06:31:18,anchorT2,wrap+0.5deg,0.6,-1,0,0,1,-83,1385,486,230,18214,10,,ok
1878,2026-07-11T06:31:46,anchorT2,bound+179.9deg,-179.68,1,0,0,1,77,1560,615,231,14480,8,,ok
1879,2026-07-11T06:32:14,anchorT2,bound-179.9deg,-179.94,-1,0,1,1,-75,1438,461,231,21083,3,,ok
1880,2026-07-11T06:32:40,anchorT2,stay-at-park,-0.15,0,0,0,1,-6,1435,455,231,10460,4,,ok
1881,2026-07-11T06:32:51,anchorT2,uniform-82.1,-81.64,-1,0,0,1,-4,1434,462,231,12119,1,,ok
1882,2026-07-11T06:33:06,anchorT2,uniform-67.1,-66.76,1,0,0,1,1,1435,461,231,11844,6,,ok
1883,2026-07-11T06:33:21,anchorT2,uniform-52.1,-51.84,-1,0,0,1,5,1437,464,231,11487,4,,ok
1884,2026-07-11T06:33:35,anchorT2,uniform-37.1,-36.99,1,0,0,1,-6,1426,460,231,11179,8,,ok
1885,2026-07-11T06:33:48,anchorT2,uniform-22.1,-21.65,-1,0,0,1,-2,1446,459,231,10835,5,,ok
1886,2026-07-11T06:34:01,anchorT2,uniform-7.1,-6.86,1,0,0,1,2,1438,463,231,10521,6,,ok
1887,2026-07-11T06:34:14,anchorT2,uniform+7.9,8.29,-1,0,0,1,61,1535,612,231,18231,1,,ok
1888,2026-07-11T06:34:35,anchorT2,uniform+22.9,23.09,1,0,0,1,5,1464,613,230,17868,1,,ok
1889,2026-07-11T06:35:01,anchorT2,uniform+37.9,37.94,-1,0,1,1,5,1560,535,231,24363,7,,ok
1890,2026-07-11T06:35:28,anchorT2,uniform+52.9,52.94,1,0,0,1,-3,1548,537,231,17244,6,,ok
1891,2026-07-11T06:35:54,anchorT2,uniform+67.9,67.95,-1,0,0,1,12,1509,585,231,16903,2,,ok
1892,2026-07-11T06:36:13,anchorT2,uniform+82.9,83.21,1,0,0,1,16,1562,611,232,16630,5,,ok
1893,2026-07-11T06:37:15,anchorT2,uniform+97.9,97.96,-1,0,0,1,-3,1585,614,232,16322,6,,ok
1894,2026-07-11T06:37:35,anchorT2,uniform+112.9,113.11,1,0,0,1,-1,1597,637,232,16021,5,,ok
1895,2026-07-11T06:37:58,anchorT2,uniform+127.9,128.21,-1,0,0,1,-86,1560,475,232,15579,4,,ok
1896,2026-07-11T06:38:18,anchorT2,uniform+142.9,143.51,1,0,0,1,-5,1549,463,232,15226,2,,ok
1897,2026-07-11T06:38:39,anchorT2,uniform+157.9,158.32,-1,0,0,1,63,1575,636,232,14997,4,,ok
1898,2026-07-11T06:38:59,anchorT2,uniform+172.9,173.06,1,0,0,1,0,1584,627,232,14702,4,,ok
1899,2026-07-11T06:39:19,anchorT2,uniform-172.1,-172.06,-1,-2,1,1,-22,1533,604,231,21039,3,,ok
1900,2026-07-11T06:40:10,anchorT2,uniform-157.1,-156.91,1,0,0,1,-4,1533,606,231,13968,2,,ok
1901,2026-07-11T06:40:29,anchorT2,uniform-142.1,-141.94,-1,0,0,1,6,1537,611,231,13625,3,,ok
1902,2026-07-11T06:40:47,anchorT2,uniform-127.1,-126.72,1,0,0,1,-3,1536,639,231,13330,2,,ok
1903,2026-07-11T06:41:05,anchorT2,uniform-112.1,-111.89,-1,0,0,1,-3,1535,638,231,12984,1,,ok
1904,2026-07-11T06:41:21,anchorT2,uniform-97.1,-96.73,1,0,0,1,-6,1534,609,231,12639,1,,ok
1905,2026-07-11T06:41:38,anchorT2,at-home,0.09,-1,0,0,1,-2,1533,609,231,10678,1,,ok
1906,2026-07-11T06:41:51,anchorT2,in-flag+,1.0,1,0,0,1,4,1536,611,231,10711,2,,ok
1907,2026-07-11T06:42:03,anchorT2,in-flag-,-0.47,-1,0,0,1,-1,1525,611,231,10588,10,,ok
1908,2026-07-11T06:42:16,anchorT2,lead-edge,-1.23,1,0,0,1,-7,1534,607,231,10585,1,,ok
1909,2026-07-11T06:42:29,anchorT2,trail-edge,2.01,-1,0,1,1,25,1572,614,231,25174,0,,ok
1910,2026-07-11T06:42:56,anchorT2,wrap+0.5deg,0.75,1,0,0,1,-21,1535,640,231,10689,1,,ok
1911,2026-07-11T06:43:16,anchorT2,bound+179.9deg,-179.93,-1,0,0,1,-50,1436,483,231,14318,4,,ok
1912,2026-07-11T06:43:44,anchorT2,bound-179.9deg,-179.72,1,0,0,1,62,1575,627,232,14545,6,,ok
1913,2026-07-11T06:44:20,anchorT2,stay-at-park,0.01,0,0,0,1,-12,1585,615,232,14739,20,,ok
1914,2026-07-11T06:44:35,anchorT2,uniform+55.5,55.63,1,0,0,1,26,1636,648,232,21403,12,,ok
1915,2026-07-11T06:44:59,anchorT2,uniform+70.5,70.8,-1,0,0,1,-11,1563,634,231,16920,8,,ok
1916,2026-07-11T06:45:23,anchorT2,uniform+85.5,85.79,1,0,0,1,-79,1437,485,231,16396,4,,ok
1917,2026-07-11T06:45:43,anchorT2,uniform+100.5,100.61,-1,0,0,1,-4,1484,483,232,16092,0,,ok
1918,2026-07-11T06:46:06,anchorT2,uniform+115.5,115.47,1,0,0,1,81,1659,633,233,20112,14,,ok
1919,2026-07-11T06:46:30,anchorT2,uniform+130.5,130.4,-1,0,1,1,-25,1535,608,231,22313,2,,ok
1920,2026-07-11T06:46:59,anchorT2,uniform+145.5,145.87,1,0,0,1,-5,1559,527,231,15218,3,,ok
1921,2026-07-11T06:47:19,anchorT2,uniform+160.5,160.62,-1,0,0,1,-6,1550,515,231,18879,13,,ok
1922,2026-07-11T06:47:43,anchorT2,uniform+175.5,175.54,1,0,0,1,31,1545,613,231,14568,12,,ok
1923,2026-07-11T06:48:03,anchorT2,uniform-169.5,-169.29,-1,0,0,1,-24,1559,521,231,14224,3,,ok
1924,2026-07-11T06:48:30,anchorT2,uniform-154.5,-154.39,1,0,0,1,28,1547,626,231,13952,10,,ok
1925,2026-07-11T06:48:50,anchorT2,uniform-139.5,-139.49,-1,0,0,1,-32,1559,512,231,13576,2,,ok
1926,2026-07-11T06:49:16,anchorT2,uniform-124.5,-124.14,1,0,0,1,23,1556,612,231,13275,1,,ok
1927,2026-07-11T06:49:36,anchorT2,uniform-109.5,-109.19,-1,0,0,1,-23,1560,528,231,12903,1,,ok
1928,2026-07-11T06:50:00,anchorT2,uniform-94.5,-94.21,1,0,0,1,28,1559,612,231,12620,2,,ok
1929,2026-07-11T06:50:20,anchorT2,uniform-79.5,-79.59,-1,0,1,1,-28,1560,513,231,19021,11,,ok
1930,2026-07-11T06:50:50,anchorT2,uniform-64.5,-64.44,1,0,0,1,17,1556,610,231,11956,1,,ok
1931,2026-07-11T06:51:10,anchorT2,uniform-49.5,-49.37,-1,0,0,1,-19,1560,523,231,11601,4,,ok
1932,2026-07-11T06:51:32,anchorT2,uniform-34.5,-34.38,1,0,0,1,25,1548,613,231,11306,8,,ok
1933,2026-07-11T06:51:51,anchorT2,uniform-19.5,-19.22,-1,0,0,1,-30,1561,529,231,10918,0,,ok
1934,2026-07-11T06:52:12,anchorT2,uniform-4.5,-4.2,1,0,0,1,20,1558,612,231,10564,2,,ok
1935,2026-07-11T06:52:32,anchorT2,uniform+10.5,10.63,-1,0,0,1,-4,1556,601,231,18210,0,,ok
1936,2026-07-11T06:52:59,anchorT2,uniform+25.5,25.62,1,0,0,1,1,1583,634,231,17918,3,,ok
1937,2026-07-11T06:53:19,anchorT2,uniform+40.5,40.5,-1,0,0,1,0,1583,631,231,17583,4,,ok
1938,2026-07-11T06:53:45,anchorT2,at-home,0.08,1,0,0,1,-12,1558,610,231,10705,2,,ok
1939,2026-07-11T06:53:58,anchorT2,in-flag+,0.87,-1,0,1,1,-87,1463,435,231,25010,2,,ok
1940,2026-07-11T06:54:25,anchorT2,in-flag-,-0.37,1,0,0,1,92,1561,611,231,10713,4,,ok
1941,2026-07-11T06:54:45,anchorT2,lead-edge,-1.47,-1,0,0,1,-101,1409,449,230,10363,4,,ok
1942,2026-07-11T06:55:05,anchorT2,trail-edge,2.12,1,0,0,1,4,1472,433,231,18210,8,,ok
1943,2026-07-11T06:55:33,anchorT2,wrap+0.5deg,0.65,-1,0,0,1,78,1524,605,231,18387,9,,ok
1944,2026-07-11T06:55:53,anchorT2,bound+179.9deg,179.94,1,0,0,1,-7,1496,587,230,14410,6,,ok
1945,2026-07-11T06:56:13,anchorT2,bound-179.9deg,-179.51,-1,0,0,1,-6,1485,585,230,14414,2,,ok
1946,2026-07-11T06:56:33,anchorT2,stay-at-park,-0.05,0,0,0,1,7,1486,590,230,10611,2,,ok
1947,2026-07-11T06:56:43,anchorT2,uniform-167.0,-166.89,-1,0,0,1,-9,1486,588,230,14118,0,,ok
1948,2026-07-11T06:57:02,anchorT2,uniform-152.0,-151.76,1,0,0,1,0,1486,588,230,13788,4,,ok
1949,2026-07-11T06:57:21,anchorT2,uniform-137.0,-137.04,-1,2,1,1,6,1535,589,231,20302,1,,ok
1950,2026-07-11T06:58:18,anchorT2,uniform-122.0,-121.97,1,0,0,1,1,1525,613,231,13193,9,,ok
1951,2026-07-11T06:58:35,anchorT2,uniform-107.0,-106.7,-1,0,0,1,-9,1533,605,231,12850,4,,ok
1952,2026-07-11T06:58:52,anchorT2,uniform-92.0,-91.86,1,0,0,1,-4,1532,609,231,12531,0,,ok
1953,2026-07-11T06:59:08,anchorT2,uniform-77.0,-76.85,-1,0,0,1,2,1512,587,231,12168,8,,ok
1954,2026-07-11T06:59:23,anchorT2,uniform-62.0,-61.72,1,0,0,1,0,1533,597,231,11891,0,,ok
1955,2026-07-11T06:59:38,anchorT2,uniform-47.0,-46.85,-1,0,0,1,-2,1511,580,231,11510,4,,ok
1956,2026-07-11T06:59:51,anchorT2,uniform-32.0,-31.77,1,0,0,1,0,1512,581,231,11198,2,,ok
1957,2026-07-11T07:00:05,anchorT2,uniform-17.0,-16.99,-1,0,0,1,-4,1533,586,231,10878,0,,ok
1958,2026-07-11T07:00:18,anchorT2,uniform-2.0,-1.98,1,0,0,1,-2,1512,586,231,10364,2,,ok
1959,2026-07-11T07:00:30,anchorT2,uniform+13.0,12.97,-1,0,1,1,10,1560,578,231,24925,0,,ok
1960,2026-07-11T07:00:58,anchorT2,uniform+28.0,27.99,1,0,0,1,4,1561,583,231,17810,9,,ok
1961,2026-07-11T07:01:24,anchorT2,uniform+43.0,43.11,-1,0,0,1,-58,1435,481,231,21270,18,,ok
1962,2026-07-11T07:01:48,anchorT2,uniform+58.0,58.31,1,0,0,1,9,1486,488,232,17041,2,,ok
1963,2026-07-11T07:02:13,anchorT2,uniform+73.0,73.07,-1,0,0,1,53,1646,637,233,16944,2,,ok
1964,2026-07-11T07:02:33,anchorT2,uniform+88.0,87.96,1,0,0,1,-12,1562,605,232,16515,6,,ok
1965,2026-07-11T07:02:57,anchorT2,uniform+103.0,103.17,-1,0,0,1,-36,1585,509,232,20193,14,,ok
1966,2026-07-11T07:03:21,anchorT2,uniform+118.0,118.16,1,0,0,1,7,1592,512,232,19898,17,,ok
1967,2026-07-11T07:03:48,anchorT2,uniform+133.0,133.32,-1,0,0,1,27,1623,610,232,15584,2,,ok
1968,2026-07-11T07:04:08,anchorT2,uniform+148.0,148.01,1,0,0,1,-5,1560,609,231,15212,6,,ok
1969,2026-07-11T07:04:29,anchorT2,uniform+163.0,162.97,-1,0,1,1,1,1550,623,231,21646,8,,ok
1970,2026-07-11T07:04:56,anchorT2,uniform+178.0,178.04,1,0,0,1,-4,1561,613,231,14557,6,,ok
1971,2026-07-11T07:05:16,anchorT2,at-home,0.06,-1,0,0,1,-6,1558,606,231,10692,2,,ok
1972,2026-07-11T07:05:29,anchorT2,in-flag+,0.94,1,0,0,1,5,1560,607,231,10708,3,,ok
1973,2026-07-11T07:05:42,anchorT2,in-flag-,-0.56,-1,0,0,1,0,1560,611,231,10694,3,,ok
1974,2026-07-11T07:05:55,anchorT2,lead-edge,-1.4,1,0,0,1,2,1561,625,231,14684,20,,ok
1975,2026-07-11T07:06:12,anchorT2,trail-edge,1.67,-1,0,0,1,-85,1424,450,231,18219,6,,ok
1976,2026-07-11T07:06:32,anchorT2,wrap+0.5deg,1.06,1,0,0,1,74,1626,613,232,14848,15,,ok
1977,2026-07-11T07:06:56,anchorT2,bound+179.9deg,179.87,-1,0,0,1,-18,1534,587,231,14478,1,,ok
1978,2026-07-11T07:07:24,anchorT2,bound-179.9deg,-179.81,1,0,0,1,21,1573,614,231,14497,7,,ok
1979,2026-07-11T07:08:00,anchorT2,stay-at-park,-0.07,0,0,1,1,-82,1424,455,231,25002,5,,ok
1980,2026-07-11T07:08:25,anchorT2,uniform-29.5,-29.0,1,0,0,1,86,1561,615,231,11192,6,,ok
1981,2026-07-11T07:08:46,anchorT2,uniform-14.5,-14.38,-1,0,0,1,-91,1386,461,230,10632,8,,ok
1982,2026-07-11T07:09:06,anchorT2,uniform+0.5,0.96,1,0,0,1,76,1534,629,230,10671,2,,ok
1983,2026-07-11T07:09:26,anchorT2,uniform+15.5,15.4,-1,0,0,1,-17,1423,604,229,17967,6,,ok
1984,2026-07-11T07:09:54,anchorT2,uniform+30.5,30.58,1,0,0,1,-57,1324,486,229,17473,2,,ok
1985,2026-07-11T07:10:28,anchorT2,uniform+45.5,45.73,-1,0,0,1,64,1532,560,230,17374,2,,ok
1986,2026-07-11T07:10:56,anchorT2,uniform+60.5,60.4,1,0,0,1,-4,1433,636,229,17022,8,,ok
1987,2026-07-11T07:11:29,anchorT2,uniform+75.5,75.53,-1,0,0,1,32,1410,636,229,16650,6,,ok
1988,2026-07-11T07:11:56,anchorT2,uniform+90.5,90.78,1,0,0,1,-23,1462,557,229,16338,2,,ok
1989,2026-07-11T07:12:28,anchorT2,uniform+105.5,105.67,-1,0,1,1,11,1537,591,231,22850,7,,ok
1990,2026-07-11T07:13:03,anchorT2,uniform+120.5,120.63,1,0,0,1,8,1533,635,231,15792,0,,ok
1991,2026-07-11T07:13:33,anchorT2,uniform+135.5,135.56,-1,0,0,1,-82,1533,463,231,15362,0,,ok
1992,2026-07-11T07:14:01,anchorT2,uniform+150.5,150.78,1,0,0,1,76,1536,608,231,15132,0,,ok
1993,2026-07-11T07:14:30,anchorT2,uniform+165.5,165.33,-1,0,0,1,-21,1559,607,231,14834,4,,ok
1994,2026-07-11T07:14:58,anchorT2,uniform-179.5,-179.33,1,0,0,1,18,1548,613,231,14475,1,,ok
1995,2026-07-11T07:15:33,anchorT2,uniform-164.5,-164.56,-1,0,0,1,-7,1561,625,231,14176,4,,ok
1996,2026-07-11T07:16:01,anchorT2,uniform-149.5,-149.41,1,0,0,1,1,1559,611,231,13820,2,,ok
1997,2026-07-11T07:16:36,anchorT2,uniform-134.5,-134.53,-1,0,0,1,-15,1560,612,231,13495,2,,ok
1998,2026-07-11T07:17:04,anchorT2,uniform-119.5,-119.21,1,0,0,1,16,1549,610,231,13160,8,,ok
1999,2026-07-11T07:17:37,anchorT2,uniform-104.5,-104.53,-1,-2,1,1,3,1560,611,231,19597,4,,ok
2000,2026-07-11T07:18:27,anchorT2,uniform-89.5,-89.49,1,0,0,1,-2,1560,626,231,12524,2,,ok
2001,2026-07-11T07:18:43,anchorT2,uniform-74.5,-74.52,-1,0,0,1,2,1560,611,231,12197,3,,ok
2002,2026-07-11T07:18:59,anchorT2,uniform-59.5,-59.3,1,0,0,1,-11,1560,607,231,11851,3,,ok
2003,2026-07-11T07:19:13,anchorT2,uniform-44.5,-44.11,-1,0,0,1,1,1572,614,231,11542,4,,ok
2004,2026-07-11T07:19:27,anchorT2,at-home,0.27,1,0,0,1,4,1572,606,231,10725,8,,ok
2005,2026-07-11T07:19:40,anchorT2,in-flag+,0.95,-1,0,0,1,-75,1536,463,231,18338,2,,ok
2006,2026-07-11T07:20:01,anchorT2,in-flag-,-0.45,1,0,0,1,73,1560,616,231,10732,6,,ok
2007,2026-07-11T07:20:21,anchorT2,lead-edge,-1.8,-1,0,0,1,-86,1533,460,231,10502,0,,ok
2008,2026-07-11T07:20:41,anchorT2,trail-edge,2.07,1,0,0,1,7,1537,464,231,18297,7,,ok
2009,2026-07-11T07:21:08,anchorT2,wrap+0.5deg,0.83,-1,0,1,1,49,1585,612,231,25231,8,,ok
2010,2026-07-11T07:21:36,anchorT2,bound+179.9deg,179.89,1,0,0,1,-2,1595,637,231,14554,8,,ok
