# threshold=254
# vmax=10000
# usteps_per_rev=189704
# aborted=0
# start_pos=967490
index,pos_usteps,new_state,lap_usteps,lap_deg
0,988086,1,20596,39.084890144646394
1,988126,0,20636,39.160797874583565
2,1045940,1,78450,148.8740353392654
3,1045997,0,78507,148.98220385442585
4,1046821,1,79331,150.54590309113144
5,1049276,0,81786,155.20474001602497
6,1137296,1,169806,322.2396997427571
7,1139241,0,171751,325.9307131109518
